0.78266	0.60058	0.7969	0.59285	0.89562	0.67218	0.60353	0.74616	0.4835	0.66365	0.67136	1.1317	0.86461	0.78316
0.36273	0.53545	0.63075	0.68222	0.62933	0.59903	0.74837	0.46052	0.40758	0.55378	0.56831	0.60036	0.68402	0.66966
0.83185	0.86674	0.56467	0.67709	0.63633	0.77736	0.82909	0.52074	0.48136	0.39781	0.4158	0.68208	0.52714	0.43642
0.69568	0.90776	0.47101	1.0776	1.1057	0.79871	0.49423	0.58119	0.58896	0.49429	0.57177	0.65751	0.75051	0.5903
1.189	0.96677	0.83015	1.2463	0.95944	1.4998	1.1169	0.63794	0.92337	0.65874	1.1781	0.75348	0.94021	0.65658
1.3054	0.82619	0.74181	0.65295	0.98684	1.0485	0.91059	0.79449	0.68575	0.56523	0.39599	0.54749	0.54627	0.65993
0.76531	0.82611	0.70922	0.65263	0.75379	0.80586	0.57813	0.68423	0.44195	0.44557	0.54056	0.7373	0.80242	0.48355
0.62198	0.65886	0.5916	0.62329	0.7972	1.3732	1.2001	0.56727	0.46042	0.49909	0.57121	0.68254	1.0621	1.088
0.78747	0.81399	0.69936	0.63709	0.93539	1.2677	1.0555	0.68174	0.75165	0.59014	0.6159	0.7519	0.78992	0.62966
0.73738	0.52124	0.6854	0.74445	0.84427	0.56699	0.50479	0.64236	0.54314	0.61296	0.70697	0.72398	0.58653	0.41002
1.4466	1.8799	0.76401	0.74225	0.57884	0.58307	0.55778	0.66673	0.55709	0.64652	0.71706	0.65511	0.48513	0.42544
0.56402	0.71047	0.51537	0.58769	0.60023	0.49372	0.60757	0.53684	0.49974	0.69814	0.49293	0.63416	0.80459	0.82038
0.98974	0.74602	0.49293	0.60665	0.62284	0.55429	0.42206	0.50985	0.58302	0.56669	0.71751	0.69282	0.62365	0.57836
1.56	1.2945	0.50817	1.0338	0.80527	1.2838	1.2236	1.6857	1.1098	1.0888	1.5471	1.3053	1.585	2.0923
0.76156	0.81487	0.72166	0.95602	0.47018	0.67071	0.7949	0.66851	0.97962	0.58527	0.72949	0.522	0.63234	0.55878
0.47457	0.73679	0.69201	0.70149	1.1463	0.88209	0.7084	0.70792	0.62372	0.70443	0.59365	0.83072	0.66054	0.81221
0.77435	0.83821	0.77309	0.98181	0.90383	1.033	0.58083	0.70888	0.38916	0.68121	0.83335	0.59658	0.73243	0.54157
0.87282	1.1972	0.6913	0.86898	1.4878	0.82399	0.82136	0.50106	0.55818	0.51311	0.67555	0.71884	0.6187	0.54787
1.226	0.80494	0.45356	1.5984	0.52325	0.61518	0.69556	1.061	0.54662	0.50518	1.5259	0.81141	0.5878	0.58818
0.92276	0.38985	0.95416	1.1293	1.0146	0.57346	0.86609	0.7424	0.52863	0.67238	0.80505	0.85924	0.7613	0.77875
0.69454	0.84989	1.0002	1.2106	0.77283	1.207	0.58734	0.51396	0.50277	0.76952	1.1547	0.61604	0.58726	0.65273
1.1699	0.78711	0.98901	0.87013	0.77938	0.88557	1.8017	1.2742	0.78577	0.76193	0.93435	0.86297	0.92944	1.4594
1.0792	0.65209	0.7114	0.46704	0.68894	0.98521	0.4318	1.3076	0.93225	0.68267	0.4851	0.68597	0.96081	0.47802
2.1889	0.81264	0.86336	2.1022	1.9005	0.85532	1.5418	1.0663	1.0781	0.75272	1.0813	1.5371	1.8035	2.027
2.1191	0.82798	0.8657	1.1715	0.87632	0.97569	0.55726	1.2893	0.77864	0.42476	0.6595	0.95656	0.88941	0.46696
0.76074	0.77762	0.77362	1.0346	0.65105	0.59102	0.69912	0.93623	0.79652	1.718	1.0803	1.0965	1.1426	1.1163
0.62132	0.53638	0.59593	0.50425	0.50917	0.74176	0.55768	0.54058	0.26621	0.43425	0.35667	0.37559	0.4759	0.42196
1.354	0.74556	0.5663	0.87449	0.53898	0.67835	0.63107	0.83048	0.88061	0.86548	1.3831	0.64318	1.0878	0.68729
1.0509	0.90026	0.69759	0.37269	1.0782	0.73137	0.55902	0.8918	0.85079	0.83373	0.43837	0.98133	0.88461	0.56385
0.78834	0.7535	0.5154	0.66862	0.4546	0.60123	0.80053	0.49042	1.3448	0.51707	0.57753	0.47739	0.81257	0.57764
0.60214	0.51624	0.45534	0.48423	0.42533	0.71251	0.51452	0.64829	0.68412	0.43118	0.54392	0.64748	0.55638	0.61356
0.6424	0.70662	0.5588	0.59477	0.76774	0.6322	0.62055	0.55991	0.67751	0.4216	0.50293	0.5995	0.78916	0.63626
0.708	0.99337	0.71489	0.6642	0.88786	1.0468	0.71513	0.64833	0.51891	0.51419	0.41371	0.46754	0.72881	0.65482
0.8842	0.41533	0.66593	0.6194	0.64906	0.39205	0.46341	0.96269	0.63022	0.61722	0.5796	0.58225	0.57033	0.40022
1.6973	0.81894	2.6788	3.5482	2.3185	0.99945	0.88914	1.0459	0.63221	1.6108	2.1663	1.7731	0.92145	0.83251
0.97424	0.69111	0.54572	0.58796	0.74351	0.80926	0.60888	0.3392	0.51108	0.47058	0.47348	0.51942	0.48994	0.43684
0.59495	0.43495	0.83209	0.46447	0.64006	0.75017	0.56394	1.0347	1.0075	1.1701	0.8463	0.62411	0.87485	0.72553
0.348	0.41305	0.43592	0.32042	0.42592	0.42778	0.48731	0.34984	0.37128	0.40759	0.32478	0.42658	0.46335	0.5621
0.79297	0.57619	0.95502	0.88914	0.93184	0.78734	0.85756	1.3396	1.2435	0.74576	0.91626	0.77667	0.84245	0.82505
0.62255	0.54043	0.44419	0.49162	0.43011	0.57828	0.57109	0.71055	0.63527	0.43382	0.47774	0.47385	0.52415	0.66026
1.1158	1.1793	0.9715	1.1144	1.0481	1.0645	0.91992	1.5641	1.3818	1.6187	1.4752	1.2044	1.4701	1.026
0.68274	0.76833	0.42654	0.51645	0.56132	0.45986	0.4246	0.52471	0.52075	0.39025	0.49089	0.4249	0.54729	0.363
0.60022	0.71258	0.76668	0.58491	0.64468	0.88318	0.84468	0.57833	0.70303	0.785	0.53058	0.63291	0.63968	0.58322
1.023	0.76608	0.8725	1.0833	1.5796	0.88426	0.69076	1.1372	0.7614	0.8495	0.71974	0.98794	0.86146	0.50848
1.15	0.55405	0.85548	0.53634	0.64812	0.68619	1.0332	2.0067	0.9756	0.80103	0.93121	1.0293	0.97708	1.2615
0.92842	1.0229	1.3251	1.0101	0.94088	0.78706	1.1538	0.39112	0.54691	0.89306	0.67404	0.71366	0.53075	0.97114
1.0417	0.90213	1.0217	1.2133	1.0935	1.3945	0.85202	0.67903	0.83365	1.0378	0.94672	1.041	0.98158	0.60995
0.84173	0.50081	0.65389	0.48839	0.70059	0.83485	0.6853	1.1004	0.91074	1.0729	0.77796	0.89611	0.98725	1.1007
0.8836	0.88579	0.85681	0.83062	1.065	1.4251	0.72809	0.73929	0.41483	0.59839	0.48207	0.39954	0.53452	0.50043
0.95792	0.76729	0.51277	0.76227	0.72195	0.91483	0.85492	0.48577	0.5046	0.44441	0.57991	0.45167	0.61197	0.47027
0.60923	1.1102	0.59432	0.51344	0.48622	0.91097	0.52761	1.1597	2.212	0.90711	0.78119	0.54978	1.1542	0.70305
0.62295	0.50226	0.46396	0.4119	0.51801	0.49174	0.63651	0.46549	0.57657	0.48594	0.70459	0.56166	0.62206	0.58858
0.52487	0.57526	0.58182	0.55359	0.59762	0.75547	0.47457	0.61929	0.64263	0.68189	0.74682	0.89149	0.45417	0.60534
