1.6671	0.12029	1	0.2	0.2
0.37987	10	10	4	4
0.37987	15	15	12	12
0.37987	10	10	1	1
1.6671	0.12029	1	5	4
0.37987	20	10	10	20
0.37987	10	10	10	10
0.37987	10	10	10	10
1.6671	0.12029	1	0.2	0.2
0.37987	3	30	2	2
0.37987	15	15	12	12
0.37987	10	10	1	1
1.6671	0.12029	1	10	10
0.37987	60	30	50	50
0.37987	10	10	10	10
0.37987	10	10	10	10
