0	-5	2.7706	0.44395	0	0
0.2	-5	2.7697	0.44377	0	0
0.4	-5	2.7695	0.44375	0	0
0.6	-5	2.7707	0.44397	0	0
0.8	-5	2.7706	0.44394	0	0
1	-5	2.7707	0.44395	0	0
1.2	-5	2.771	0.44398	0	0
1.4	-5	2.7711	0.44398	0	0
1.6	-5	2.771	0.44396	0	0
1.8	-5	2.7709	0.44393	0	0
2	-5	2.7709	0.4439	0	0
2.2	-5	2.7709	0.4439	0	0
2.4	-5	2.771	0.44391	0	0
2.6	-5	2.7712	0.44394	0	0
2.8	-5	2.7714	0.44397	0	0
3	-5	2.7716	0.44401	0	0
3.2	-5	2.7717	0.44403	0	0
3.4	-5	2.7719	0.44405	0	0
3.6	-5	2.7719	0.44407	0	0
3.8	-5	2.772	0.44407	0	0
4	-5	2.772	0.44408	0	0
4.2	-5	2.772	0.44407	0	0
4.4	-5	2.7719	0.44405	0	0
4.6	-5	2.7717	0.44403	0	0
4.8	-5	2.7715	0.44399	0	0
5	-5	2.7713	0.44394	0	0
0	-4.8	2.7695	0.44313	0	0
0.2	-4.8	2.7685	0.44294	0	0
0.4	-4.8	2.7684	0.44292	0	0
0.6	-4.8	2.7696	0.44315	0	0
0.8	-4.8	2.7695	0.44311	0	0
1	-4.8	2.7696	0.44313	0	0
1.2	-4.8	2.7699	0.44317	0	0
1.4	-4.8	2.77	0.44317	0	0
1.6	-4.8	2.7699	0.44315	0	0
1.8	-4.8	2.7699	0.44312	0	0
2	-4.8	2.7698	0.4431	0	0
2.2	-4.8	2.7698	0.44309	0	0
2.4	-4.8	2.7699	0.44311	0	0
0	-4.6	2.7715	0.44291	0	0
0.2	-4.6	2.7706	0.44273	0	0
0.4	-4.6	2.7705	0.44271	0	0
0.6	-4.6	2.7717	0.44293	0	0
0.8	-4.6	2.7716	0.4429	0	0
1	-4.6	2.7717	0.44292	0	0
1.2	-4.6	2.772	0.44296	0	0
1.4	-4.6	2.7721	0.44297	0	0
1.6	-4.6	2.7721	0.44295	0	0
1.8	-4.6	2.772	0.44292	0	0
2	-4.6	2.7719	0.4429	0	0
2.2	-4.6	2.772	0.4429	0	0
2.4	-4.6	2.7721	0.44291	0	0
2.6	-4.8	2.7701	0.44314	0	0
2.8	-4.8	2.7703	0.44317	0	0
3	-4.8	2.7705	0.4432	0	0
3.2	-4.8	2.7707	0.44323	0	0
3.4	-4.8	2.7708	0.44325	0	0
3.6	-4.8	2.7709	0.44327	0	0
3.8	-4.8	2.771	0.44328	0	0
4	-4.8	2.771	0.44328	0	0
4.2	-4.8	2.7709	0.44327	0	0
4.4	-4.8	2.7708	0.44325	0	0
4.6	-4.8	2.7707	0.44323	0	0
4.8	-4.8	2.7705	0.44319	0	0
5	-4.8	2.7702	0.44314	0	0
0	-4.4	2.7713	0.44223	0	0
0.2	-4.4	2.7703	0.44205	0	0
0.4	-4.4	2.7702	0.44203	0	0
0.6	-4.4	2.7714	0.44226	0	0
0.8	-4.4	2.7713	0.44223	0	0
1	-4.4	2.7715	0.44226	0	0
1.2	-4.4	2.7718	0.44229	0	0
1.4	-4.4	2.7719	0.4423	0	0
1.6	-4.4	2.7719	0.44229	0	0
1.8	-4.4	2.7718	0.44226	0	0
2	-4.4	2.7717	0.44224	0	0
2.2	-4.4	2.7718	0.44224	0	0
2.4	-4.4	2.7719	0.44226	0	0
2.6	-4.6	2.7723	0.44294	0	0
2.8	-4.6	2.7725	0.44298	0	0
3	-4.6	2.7727	0.44301	0	0
3.2	-4.6	2.7729	0.44304	0	0
3.4	-4.6	2.773	0.44306	0	0
3.6	-4.6	2.7731	0.44308	0	0
3.8	-4.6	2.7731	0.44309	0	0
4	-4.6	2.7731	0.44309	0	0
4.2	-4.6	2.7731	0.44308	0	0
4.4	-4.6	2.773	0.44307	0	0
4.6	-4.6	2.7729	0.44304	0	0
4.8	-4.6	2.7727	0.443	0	0
5	-4.6	2.7724	0.44295	0	0
0	-4.2	2.7716	0.44162	0	0
0.2	-4.2	2.7706	0.44144	0	0
0.4	-4.2	2.7705	0.44142	0	0
0.6	-4.2	2.7717	0.44165	0	0
0.8	-4.2	2.7717	0.44163	0	0
1	-4.2	2.7718	0.44166	0	0
1.2	-4.2	2.7721	0.4417	0	0
1.4	-4.2	2.7722	0.44171	0	0
1.6	-4.2	2.7722	0.4417	0	0
1.8	-4.2	2.7722	0.44167	0	0
2	-4.2	2.7721	0.44165	0	0
2.2	-4.2	2.7722	0.44166	0	0
2.4	-4.2	2.7723	0.44167	0	0
2.6	-4.4	2.7721	0.44229	0	0
2.8	-4.4	2.7723	0.44233	0	0
3	-4.4	2.7725	0.44236	0	0
3.2	-4.4	2.7727	0.44239	0	0
3.4	-4.4	2.7728	0.44241	0	0
