0.34537	0.11442	1	15	15
0.17792	40	35	4	4
0.17792	20	20	12	12
0.17792	5	5	5	5
0.34537	0.11442	1	120	10
0.17792	10	6	20	1750
0.17792	50	20	30	10
0.17792	10	2	10	2
0.34537	0.11442	1	15	15
0.17792	10	20.58	3	756
0.17792	10	20.58	3	756
0.17792	5	5	5	5
0.34537	0.11442	1	25	15
0.17792	12	20	4	1750
0.17792	1	1	10	10
0.17792	1	1	1	5
