91.227	151.3	0.87322	1.6652	1.2695	86.169	78.467	1.567	1.671	83.381	0.87178	89.924	0.79622	187.13	0.79418	1.6949	1.4923	81.604	90.93	1.2375	111.77	161.47	112.85	122.88	110.07	1.9208	1.264	0.91991	1.3676	0.89671	159.68	97.717	1.5901	156.26	1.3718	138.48	0.93322	1.7455	0.96878	88.317	105.56	204.11	99.981	114.81	1.2687	1.0401	0.97905	166.5	1.6999	57.471
1.3916	0.74539	0.86934	155.7	141.31	1.5124	161.38	152.85	249.55	0.74489	1.7732	1.2808	1.3254	1.8489	214.35	1.2454	1.593	94.344	142.93	175.32	189.15	1.0652	1.2221	1.2377	190.14	287.4	1.2972	1.4667	1.4635	130.92	0.91707	187.91	1.3539	1.2991	2.3023	140.66	157.46	84.353	0.72817	1.6099	1.9258	203.26	136.4	1.5915	1.1929	221.59	2.865	120.44	2.3699	277.03
221.75	351.15	1.4178	0.98236	0.97713	140.33	211.92	1.7534	376.06	1.6665	216.55	350.75	424.07	386.89	229.44	0.90794	1.3581	144.02	330.43	251.35	199.9	298.69	201.3	2.1297	1.305	216.16	1.273	1.1246	1.2653	2.1002	0.87845	1.0912	194.55	1.9493	413.32	139.97	280.69	293.24	0.89642	388.14	337.07	203.89	185.18	1.413	192.63	1.0323	258.53	0.93305	1.5098	1.2265
0.98306	119.22	108.67	139.37	174.11	91.264	132.19	1.3033	124.65	149.14	177.22	1.3029	1.4176	135.62	118.64	1.1244	104.51	193.13	1.4771	0.81321	139.77	176.59	159.38	106.29	138.89	2.2487	88.728	96.649	1.851	1.4422	1.8802	1.283	2.0806	83.407	161.4	0.99561	193.68	122.35	1.2617	1.0031	1.7784	1.5827	1.1405	1.268	99.068	146.76	1.7372	116.27	89.678	132.9
1.5159	33.607	1.915	1.6483	60.827	56.547	26.399	1.8008	1.2371	1.9556	1.5767	1.4416	1.2473	63.845	59.821	52.127	1.4137	60.653	56.432	1.9521	70.338	1.3147	0.84213	1.3778	1.8188	0.90227	52.793	1.1807	1.3578	1.5601	1.3137	56.561	43.002	31.306	0.91334	57.04	85.776	66.108	2.0589	82.71	47.292	1.3854	1.8478	0.80784	75.615	0.78206	51.772	59.817	67.453	34.881
18.751	1.7984	18.964	26.08	1.6277	1.1671	22.244	1.4818	19.538	37.719	1.3834	24.088	16.801	28.081	30.472	1.4389	1.5826	2.2262	1.7006	1.4418	29.918	21.438	1.6403	22.542	1.222	22.855	21.955	23.482	1.2997	39.616	1.6575	0.90299	33.818	1.9634	1.2123	21.929	1.0445	1.3231	34.825	19.946	1.2059	2.2942	26.023	1.2643	28.498	19.744	31.049	1.3798	1.7129	1.474
1.5499	367.42	291.2	1.4484	265.48	1.9182	189.92	1.8467	1.2927	211.62	1.7552	1.3525	198.97	244.43	461.01	1.0275	1.5705	1.5233	282.47	104.39	293.12	212.82	1.3268	1.563	377.5	1.3246	1.0713	1.2541	314.69	1.2722	190.56	1.5928	313.79	156.06	304.06	459.47	258.46	1.5778	304.28	396.3	1.7383	1.0744	230.2	212.76	1.4588	1.7746	1.3133	74.186	302.33	1.1646
2.0354	306.7	1.152	1.6642	367.55	177.33	308.53	262.81	221.5	1.6647	1.6625	1.3496	1.5864	1.6757	350.96	1.4375	280.9	1.1841	181.79	267.68	1.2341	1.0341	0.58856	1.813	1.4533	1.0026	1.3105	348.54	356.53	2.0005	2.0071	347.47	631.14	1.9538	234.52	1.6821	1.4817	391.13	1.2094	1.5551	328.21	341.18	1.1861	363.71	1.8866	390.52	1.366	1.5229	1.1131	323.46
53.781	60.789	1.6965	0.93987	1.7657	58.884	0.45825	64.277	52.355	0.59272	42.338	63.441	59.919	1.1506	51.12	1.2142	1.8682	67.871	42.599	44.361	73.319	1.5834	1.4005	1.1068	61.054	43.308	78.007	67.774	33.263	56.349	1.7153	64.241	1.7085	1.0416	64.762	67.144	0.88997	1.2006	29.971	1.2079	1.5646	1.0002	1.4978	1.6788	40.77	44.43	1.4142	1.2808	1.2251	51.289
65.681	1.567	33.001	80.777	38.663	1.8706	1.3428	1.4564	1.5554	82.245	50.708	1.6872	107.3	1.5171	90.595	1.6595	43.492	27.347	1.3456	1.415	78.181	1.7045	1.4937	1.1806	53.97	46.212	1.2276	1.9351	53.716	78.3	1.3923	51.487	1.5206	0.82172	41.759	1.3902	48.771	1.9527	48.164	55.195	67.261	35.544	54.399	0.96094	47.218	56.026	1.2561	1.3525	60.428	0.84161
1.6096	1.8824	304.62	0.97128	1.7886	1.1477	199.72	315.56	304.24	1.2696	292.25	1.6191	1.0771	1.7598	274.64	2.0586	141.43	177.93	0.86531	1.577	1.5389	243.37	0.97195	263.45	1.4249	232.91	202.06	400.94	1.5104	1.3045	2.0239	285.3	1.1806	1.4126	219.76	456.35	2.3379	1.6972	1.0934	233.64	389.81	229.72	405.39	1.7585	0.76199	274.47	292.48	460.47	1.2005	368.56
77.477	1.9383	93.487	2.142	102.12	1.6575	1.3505	74.444	1.9187	1.3792	0.91302	125.33	1.1524	72.022	105.08	1.313	97.147	169.59	1.6801	1.6926	104.63	1.3321	125.1	105.01	133.07	1.592	87.89	79.309	1.3725	1.6412	96.502	1.7472	0.91376	113.06	67.178	1.1491	114.48	75.854	151.39	44.632	1.8376	109.06	2.0523	1.2832	1.5773	64.791	1.3506	1.6214	1.0932	97.5
1.4479	1.7524	1.5354	1.262	32.389	51.406	1.6494	1.1755	28.554	41.301	68.304	1.2404	29.778	29.733	43.855	46.058	1.162	34.329	2.1685	34.939	32.039	47.43	38.842	0.97166	2.0735	54.364	1.7575	1.4	49.905	0.7679	1.0012	1.4059	29.942	50.313	1.111	1.8707	36.862	1.1525	0.84124	1.2747	1.6236	37.468	1.1085	1.6052	35.096	0.98128	29.64	1.2471	2.1112	46.454
24.958	18.402	1.7495	19.33	1.9496	22.588	16.423	25.625	1.5178	18.58	2.0957	21.13	19.241	17.228	11.815	23.17	2.0283	0.94889	1.6778	0.97877	1.6562	0.67289	20.688	17.128	12.203	1.3561	1.7237	1.8787	1.702	22.674	18.69	1.0734	1.8598	1.4901	16.894	1.8305	1.3866	20.094	10.067	19.904	17.478	16.493	1.6302	10.457	10.26	20.133	1.3169	1.0591	11.225	20.305
1.8599	1.9758	57.028	53.57	35.057	1.6792	1.6138	2.1274	36.76	38.017	40.571	1.1115	48.768	52.484	1.2924	45.274	1.0335	64.099	35.785	2.4732	52.415	53.362	0.97912	59.751	1.7531	47.447	31.532	1.087	0.96311	1.9332	1.0273	45.41	83.649	26.162	44.165	50.318	1.3724	1.4003	42.684	73.575	1.4096	50.421	1.6192	50.694	1.3111	37.249	57.203	40.348	22.68	62.266
32.324	1.7983	55.776	2.0541	1.3391	1.4918	73.821	0.66306	1.5879	1.5247	58.252	47.075	0.9329	62.835	39.769	1.2884	1.3877	47.082	45.765	45.27	1.0431	1.1213	43.725	1.0301	2.0345	36.708	47.548	44.433	75.998	0.8997	1.1886	65.048	64.493	35.995	55.267	2.2467	1.0565	1.099	1.4733	1.587	0.7924	53.388	1.2482	1.2593	49.626	1.7249	1.1945	39.369	49.152	23.008
6.4068	8.5341	2.0486	1.4975	1.0073	0.85384	1.2551	7.0178	7.9582	0.77512	1.5427	2.0919	1.4392	1.2943	13.174	6.7252	10.203	6.4093	0.83763	1.3878	2.597	1.51	9.9235	8.5535	5.5806	8.5588	9.5485	1.5606	9.1157	6.2769	10.156	2.6851	1.2521	5.1493	0.95919	1.5195	1.5513	1.1736	1.3767	1.1469	8.0675	1.3754	1.3197	1.3994	2.1198	6.4006	1.3268	1.3411	4.9856	8.1224
0.77533	1.0422	1.6847	1.6363	1.5857	118.68	1.0861	1.2454	1.1081	111.77	1.1379	86.178	1.7494	62.151	1.3781	2.0431	1.4368	109.26	1.6538	1.0672	1.5088	1.7033	100.03	43.834	1.6447	158.06	94.064	1.68	109.83	1.5354	1.4245	144.33	110.32	1.4353	1.6307	1.9099	59.712	1.738	115.92	1.089	114.03	1.0922	48.999	77.042	91.939	89.024	0.79613	1.2537	1.1892	99.881
54.85	1.2759	1.7382	1.0401	54.522	59.267	1.3113	84.371	53.044	2.1406	1.8437	47.451	77.39	73.767	1.2538	0.85177	59.365	1.2143	1.1408	80.258	1.6076	1.5719	2.302	1.9395	1.4805	1.6953	1.7119	1.047	72.648	47.861	1.259	59.551	57.757	1.6621	60.266	54.487	35.246	74.329	54.183	52.982	85.236	55.769	1.5229	81.816	62.25	1.4323	1.578	1.2357	1.496	1.2513
0.89119	1.2674	1.538	221.56	1.4392	185.28	138.98	1.3798	1.1034	165.85	0.96016	175.99	117.66	1.3971	63.795	1.5672	216.66	1.321	182.62	216.45	2.0064	163.79	1.1613	1.3995	0.99797	289.2	1.3316	1.7227	254.35	2.2571	78.278	0.93886	217.07	1.2008	1.1903	175.09	1.2931	1.5998	185.06	1.7652	160.36	145.9	143.03	1.3094	1.6709	2.0044	174.79	165.08	1.5103	127.57
1.1387	1.0279	9.7121	1.9773	12.145	10.338	1.4845	9.9285	8.0533	0.9586	12.875	15.234	1.1278	1.7442	10.929	8.0115	6.7055	9.5832	10.343	1.2672	1.4341	1.3952	11.047	9.1311	9.7286	1.2972	1.3249	14.944	1.1968	14.583	7.4825	1.4861	6.654	1.6839	14.196	8.807	1.2762	12.179	0.93978	7.325	1.414	0.83383	1.3416	11.717	1.7596	13.769	15.487	7.5838	7.6376	6.9506
1.1725	1.1325	218.76	233.9	2.1001	239.03	1.1272	1.1269	117.78	153.9	1.229	1.3762	1.3718	126.85	170.59	182.88	215.6	1.16	120	1.7596	70.611	124.08	219.94	1.1878	170.29	1.7064	126.8	1.313	1.4048	140.03	152.87	1.1423	1.3634	1.6244	1.4473	164.81	130.46	1.587	186.79	1.3828	163.69	190.6	252.94	0.7548	246.69	1.1332	1.2892	201.19	2.6067	198.33
14.148	0.97501	14.43	18.859	0.94588	1.1793	1.3916	13.168	6.3164	13.734	1.5765	1.3743	12.55	13.345	13.099	12.731	12.734	16.624	1.2359	2.0463	1.354	1.1355	16.608	1.4959	13.554	1.2617	1.6131	1.1953	0.82257	1.8512	1.5821	1.3916	19.543	1.3517	19.764	11.58	1.016	1.3422	1.0097	1.0262	2.355	12.989	10.435	1.4841	11.632	1.4824	16.538	10.974	1.1435	18.325
1.072	3.7599	0.93176	1.2939	1.2504	1.2764	2.0109	3.9781	1.131	2.0449	4.2159	3.2573	5.4005	1.5727	4.1321	0.75466	5.2764	3.3067	2.1525	0.68593	1.0579	1.8746	1.6736	1.4516	1.6268	1.3418	1.2107	3.8831	4.3528	1.3941	5.998	1.4448	1.1716	1.4375	4.1633	2.4406	4.7056	2.3146	1.3062	5.8948	1.522	4.0302	5.4353	3.9093	1.0605	7.0462	7.3045	1.2248	1.2072	0.58358
1.2344	247.11	352.86	226.78	306.46	1.0617	177.01	240.36	1.9075	194.88	1.1437	143.47	139.94	206.91	209.75	1.3848	56.757	158.64	251.56	1.2509	1.4707	155.98	159.53	1.6942	1.2033	244.94	233.96	1.8262	173.19	247.74	1.1355	225.8	221.44	1.0684	281	1.2812	1.1555	1.7024	200.09	294.26	257.77	1.2162	1.9848	1.2793	1.267	244.39	1.0782	232.67	128.43	1.4218
0.98278	1.0779	1.644	63.266	1.0188	1.2378	86.912	1.6633	82.783	85.647	1.8912	114.8	60.507	50.429	50.705	36.776	47.432	1.3862	80.239	94.872	0.94861	59.462	0.96319	43.176	79.23	58.964	1.48	1.4673	1.2795	49.166	1.4782	1.4525	1.6779	76.452	1.0774	74.901	51.521	1.3807	0.77359	46.669	79.719	1.4367	71.807	87.483	1.8116	75.107	1.1533	1.4697	1.3221	58.394
1.7111	183.13	1.0857	138.74	1.4796	86.374	1.4379	139.29	63.812	1.0053	117.07	110.92	138.81	109.22	88.949	135.58	168.24	1.3369	146.82	1.0425	68.892	70.529	1.5397	204.65	144.53	103.64	1.7233	0.84809	1.1441	0.78037	1.3061	1.415	99.047	0.94976	1.2097	89.656	0.95799	94.676	117.83	98.698	0.97832	87.9	1.2378	124.65	151.74	98.689	1.8607	72.556	132.95	1.2889
1.7613	118.65	113.71	1.1171	1.173	146.84	1.5239	127.87	73.131	0.63879	1.4353	1.2377	2.6127	89.131	2.0768	131.54	175.79	1.8641	131.15	122.92	1.5145	147.61	111.69	2.0836	166.83	159.43	120.19	0.99602	110.79	135.26	154.79	121.08	1.9716	1.5759	191.2	209.68	1.1428	2.0757	1.0794	1.9156	184.63	130.08	153.53	169.4	2.1557	1.1429	79.269	1.3198	111.71	1.7201
0.84979	1.357	0.52825	71.544	130.35	50.634	1.4946	103.5	1.3222	1.0832	1.0405	0.91697	93.181	1.2701	1.5877	117.68	150.01	1.2582	92.297	1.2197	102.34	1.4465	74.872	91.719	1.6305	108.63	87.548	1.6745	75.58	53.332	128.16	1.7077	1.0259	1.4939	1.7525	1.8103	104.74	130.06	0.94634	77.194	112.24	1.7693	115.58	1.402	1.1319	0.95167	1.0051	106.96	80.736	1.6254
1.4422	125.52	1.9231	125.39	1.3998	102.56	1.1408	120.65	0.93015	1.1228	122.18	1.4463	134.64	1.1754	142.55	89.793	100.09	1.6111	1.04	131.17	108.65	1.8677	135.52	83.383	2.031	182.38	132.84	2.0081	58.355	2.097	133.07	114.61	164.69	1.8155	1.3933	128.96	118.88	1.2629	1.3698	1.6546	1.7583	101.14	1.3418	1.2536	1.7116	1.0309	135.65	92.304	146.6	116.59
0.6958	106.64	128.07	1.5608	0.9483	1.629	89.977	91.483	1.4222	74.422	1.3158	76.44	1.3609	0.79598	114.53	1.4556	37.702	97.919	84.592	89.097	1.0096	1.2327	85.484	0.93794	95.399	112.69	96.176	0.8463	115.28	138.11	1.7434	133.78	0.68012	1.4437	121.56	1.3329	1.3217	0.82571	1.1086	0.8071	1.0297	1.0274	1.2428	1.4841	1.4915	1.1756	83.262	1.1156	1.2535	107.66
1.6028	0.79692	1.6507	200.79	163.82	1.0352	0.92564	221.16	79.689	206.9	179.57	165.05	1.4237	1.9336	247.49	2.187	1.3595	0.77667	165.98	1.4154	1.6963	186.49	230.96	1.4539	198.07	1.1476	1.5436	277.72	128.43	1.2528	2.4192	1.4955	1.3602	1.9401	1.5971	214.68	1.8798	166.78	2.2565	290.22	1.467	1.9678	1.4414	330.45	1.9079	2.5166	2.1687	312.28	1.9157	200.12
293.64	281.49	251.99	1.6855	1.2484	284.77	1.0075	0.99601	2.1457	144.38	270.08	331.95	1.6678	209.46	0.98127	332.53	0.8847	1.3944	249.73	0.80581	355.57	1.652	1.4271	1.8133	1.7362	243.2	344.73	200.31	1.7045	306.63	222.65	324.49	1.7164	317.37	343.07	1.9935	313.36	1.0761	329.37	2.3532	0.81847	1.5033	1.9384	1.0797	2.1724	0.94782	397.75	162.73	166.92	1.0633
1.8257	52.662	181.05	163.85	155.49	1.1829	1.1736	206.21	126.42	157.8	131.58	174.24	1.0569	1.2539	1.1141	173.01	1.2917	1.304	169.82	157.38	1.6125	93.124	0.87917	184.99	1.1405	120.56	122.29	198.68	1.2284	1.2434	1.802	1.6706	142.62	1.0391	1.3826	1.4086	138.54	0.97896	1.0041	125.4	1.3889	148.97	156.33	139.77	1.3934	115.92	1.1919	1.4058	208.6	1.1611
1.6242	74.192	67.833	95.636	151.25	78.908	108.78	94.131	45.865	76.628	1.2275	79.79	1.7328	69.285	1.2965	66.043	1.2943	1.6776	39.066	98.789	1.0898	134.11	0.94942	83.77	1.7818	1.5163	98.581	103.79	85.415	48.144	0.90371	94.49	122.37	1.1148	1.4662	1.4991	98.88	66.848	78.083	83.634	1.4212	1.2478	1.5656	1.5498	123.82	84.35	98.036	1.5804	41.394	66.997
322.57	1.1376	1.4701	0.79587	293.18	1.1619	1.4483	0.81757	260.8	2.4688	1.4846	0.96706	0.98389	193.42	210.92	285.76	1.6965	316.31	447.81	1.3918	278.23	306.91	209.85	220.64	294.91	1.088	1.3488	336.15	1.273	0.78549	359.19	221.38	130.3	1.339	1.0957	0.92189	1.5987	0.99446	1.2392	1.7323	220.45	182.35	1.4925	132.21	1.3627	248.84	1.4283	246.09	398.76	342.86
0.94277	40.724	1.2459	1.7549	1.5738	23.806	24.166	1.6764	1.2487	0.90268	1.5742	25.386	1.4599	25.234	1.973	35.962	1.3338	1.5929	20.036	0.81536	1.114	1.0249	41.905	11.698	33.266	32.101	33.273	30.563	28.405	22.11	1.2552	24.77	30.813	0.95409	22.649	2.0123	0.91184	34.464	0.88026	1.21	1.8922	25.597	28.4	0.71532	24.133	34.194	29.762	1.3459	29.996	1.1435
1.067	1.1751	1.1407	1.0258	24.467	1.2915	1.0992	0.88166	1.5524	1.0974	1.8821	18.143	1.4873	1.2721	27.742	25.968	22.006	18.603	18.697	24.321	1.5649	7.393	33.349	1.6486	21.656	23.283	1.1003	0.79088	1.0214	18.787	17.599	0.9937	24.561	0.75446	16.575	1.5837	1.6637	17.411	20.908	16.247	30.404	1.1135	1.5763	0.86054	1.1105	21.196	1.4093	18.296	11.032	0.86028
296.01	1.1425	259.52	1.3097	1.9404	319.82	255.72	1.1593	195.69	389.66	1.3895	1.8942	1.1049	191.69	141.1	207.5	1.5151	399.98	245.82	1.7272	1.726	1.1102	1.4782	362.07	379.47	1.6248	283.47	0.9615	1.1495	1.8232	259.25	1.4822	0.84391	469.05	1.6915	0.947	1.5384	369.61	2.057	545.66	1.023	1.7892	2.0614	547.76	1.1559	2.1225	362.04	283.1	1.0654	2.0203
