0.44805	0.1615	1	1	1
0.26658	12	12	4	4
0.26658	10	10	12	12
0.26658	1	1	1	1
0.44805	0.1615	1	1	1
0.26658	50	24	10	150
0.26658	8	8	1	1
0.26658	1	1	1	1
0.44805	0.1615	1	1	1
0.26658	4.5	4	3	750
0.26658	2	80	10	750
0.26658	1	1	1	1
0.44805	0.1615	1	1	1
0.26658	15	15	4	4
0.26658	10	10	12	12
0.26658	5	5	1	1
