0.27443	0.23212	0.24874	0.28283	0.32235	0.25447	0.29922	0.23428
0.34231	0.27755	0.31813	0.27657	0.25238	0.23322	0.34565	0.41228
0.25088	0.27932	0.35434	0.30504	0.33234	0.19861	0.24042	0.28992
0.38341	0.34164	0.50336	0.51409	0.30508	0.50029	0.48795	0.60742
0.2372	0.30702	0.2015	0.23811	0.23572	0.27652	0.26196	0.35392
0.35161	0.3413	0.48127	0.30506	0.23576	0.25555	0.28448	0.3069
0.60855	0.33052	0.49423	0.5265	0.39112	0.43429	0.27144	0.56277
0.72127	0.46473	0.54385	0.45109	0.56301	0.64216	0.41229	0.54543
0.19866	0.20964	0.24974	0.20214	0.26369	0.17177	0.19556	0.17948
0.35153	0.35703	0.33233	0.23434	0.30654	0.2693	0.34231	0.44315
0.31335	0.3227	0.28353	0.26808	0.32276	0.1976	0.30383	0.28391
0.43233	0.64181	0.38081	0.42508	0.30385	0.36195	0.53144	0.23521
0.23688	0.2934	0.34346	0.17828	0.20759	0.20983	0.17974	0.18867
0.34808	0.2471	0.3465	0.22986	0.21698	0.36477	0.21845	0.26984
0.28526	0.38413	0.224	0.28592	0.29298	0.27487	0.28586	0.37976
0.31761	0.26985	0.28264	0.22289	0.24911	0.18748	0.25205	0.1902
0.22521	0.28212	0.23276	0.24911	0.26383	0.41495	0.22139	0.24056
0.4272	0.31539	0.2569	0.28015	0.29112	0.29125	0.28776	0.35177
0.20722	0.16611	0.28297	0.18815	0.15498	0.24378	0.1539	0.16125
0.44883	0.902	0.73689	0.28391	0.41403	0.32847	0.23934	0.26347
0.2804	0.18465	0.29373	0.24224	0.22344	0.2323	0.24644	0.25957
0.32143	0.39835	0.49432	0.37542	0.33816	0.24601	0.31854	0.29607
0.40661	0.38589	0.42138	0.38655	0.47242	0.33479	0.41439	0.56002
0.23947	0.24794	0.28742	0.24335	0.22307	0.23141	0.26145	0.22684
0.34963	0.69125	0.54205	0.46819	0.66766	0.54965	0.60243	0.43391
0.40016	0.40227	0.26908	0.45676	0.41816	0.40356	0.38003	0.38737
0.24083	0.29721	0.41681	0.30648	0.31221	0.32177	0.32116	0.29216
0.46657	0.38	0.38243	0.29147	0.24788	0.40245	0.44992	0.30292
0.2589	0.25578	0.41923	0.17423	0.19953	0.16795	0.25355	0.2328
0.66442	0.69406	0.83223	0.64178	0.48656	0.51275	0.5062	0.5701
0.28961	0.27345	0.36763	0.36545	0.32297	0.3164	0.45746	0.42472
0.35929	0.39625	0.48966	0.4218	0.41622	0.37803	0.37517	0.40417
0.46312	0.56352	0.42081	0.32488	0.54457	0.39093	0.33653	0.30698
0.50901	0.30687	0.52828	0.30608	0.35198	0.55138	0.3175	0.40397
0.54336	0.32521	0.80039	0.61379	0.51834	0.34857	0.48508	0.54959
0.29375	0.38996	0.41726	0.28307	0.26328	0.17681	0.27145	0.28571
0.29668	0.22295	0.37595	0.28312	0.30772	0.45824	0.24402	0.27664
0.35368	0.30715	0.50719	0.32353	0.28423	0.26917	0.27085	0.26929
0.19744	0.2744	0.24092	0.21603	0.25312	0.27084	0.25263	0.24711
0.28092	0.42114	0.47338	0.2708	0.29397	0.27325	0.25324	0.28286
0.49184	0.44275	0.27049	0.30421	0.31155	0.30906	0.25146	0.32118
0.61445	0.44906	0.40036	0.6708	0.54338	0.52293	0.53763	0.48486
0.24049	0.22223	0.41529	0.24288	0.17737	0.2678	0.21407	0.21721
0.7578	0.42064	0.55458	0.3873	0.40448	0.34343	0.48011	0.41416
0.37815	0.47598	0.3582	0.32694	0.30765	0.32784	0.36808	0.54937
0.35967	0.28117	0.26399	0.51032	0.48713	0.38571	0.27718	0.3558
0.52124	0.51959	0.55908	0.40957	0.38297	0.50367	0.38326	0.72934
0.20187	0.26762	0.33445	0.27672	0.29883	0.21869	0.24377	0.36975
0.6421	0.39659	0.5625	0.35171	0.29537	0.36285	0.43266	0.36475
0.45543	0.34343	0.40215	0.30419	0.26898	0.29317	0.18169	0.2577
0.59935	0.42925	0.60535	0.25403	0.43702	0.28794	0.4082	0.4702
0.34167	0.3713	0.33358	0.33537	0.33356	0.38224	0.37444	0.3447
0.51116	0.38612	0.30192	0.29591	0.34518	0.31178	0.42688	0.38268
0.2686	0.31148	0.26659	0.17473	0.14898	0.16772	0.21135	0.30052
0.36616	0.27537	0.35136	0.26999	0.32125	0.21365	0.32676	0.32662
0.31366	0.30308	0.44894	0.27855	0.28411	0.21445	0.26122	0.36525
0.42599	0.42143	0.61776	0.34464	0.30513	0.51617	0.44451	0.56588
0.34614	0.38646	0.41509	0.37405	0.40377	0.46405	0.4053	0.55682
0.51981	0.34103	0.28785	0.35775	0.43913	0.3151	0.3463	0.33508
0.32463	0.68995	0.51128	0.21674	0.2399	0.32165	0.24511	0.3141
0.25137	0.28859	0.37955	0.30312	0.29089	0.17123	0.20304	0.23685
0.29321	0.25878	0.31007	0.28651	0.35333	0.26779	0.26534	0.45775
0.27814	0.34977	0.35313	0.20085	0.22853	0.25399	0.25225	0.29787
0.35726	0.31525	0.34253	0.35017	0.39927	0.34429	0.31468	0.34648
0.32689	0.40989	0.53154	0.36812	0.34171	0.29613	0.30912	0.41724
0.29562	0.45145	0.38484	0.25968	0.31698	0.3315	0.29296	0.2886
0.3337	0.37484	0.43549	0.31851	0.32139	0.43006	0.40904	0.49874
0.41979	0.4179	0.58691	0.30337	0.42834	0.29199	0.3383	0.28627
0.22432	0.214	0.30785	0.28399	0.35182	0.18159	0.24622	0.2046
0.29008	0.33143	0.51136	0.24468	0.37917	0.35307	0.23988	0.31929
0.32894	0.46436	0.44859	0.26767	0.37222	0.26809	0.35951	0.3148
0.42711	0.36818	0.47246	0.32945	0.32177	0.38864	0.31732	0.45194
0.18172	0.48497	0.15263	0.31629	0.25847	0.3239	0.24115	0.36709
0.26011	0.45496	0.31535	0.30986	0.34654	0.3598	0.45626	0.52716
0.43266	0.44793	0.40032	0.36973	0.30566	0.27032	0.39185	0.39468
0.20809	0.24662	0.25316	0.18101	0.15751	0.16108	0.18821	0.2562
0.35022	0.60017	0.68338	0.23086	0.36859	0.63203	0.29364	0.34945
0.2623	0.40887	0.35372	0.33575	0.34986	0.40409	0.34494	0.41569
0.41609	0.32099	0.51181	0.38876	0.32665	0.35867	0.30225	0.65585
0.20807	0.20361	0.2336	0.17659	0.17261	0.13534	0.19355	0.27471
0.27111	0.49591	0.46648	0.47851	0.22911	0.34452	0.29124	0.35246
0.42958	0.51003	0.56581	0.35065	0.37491	0.27032	0.37722	0.38947
0.19892	0.29678	0.30264	0.1642	0.22444	0.20312	0.23773	0.32376
0.21984	0.20866	0.24469	0.18756	0.16974	0.31682	0.20061	0.26544
0.21894	0.21772	0.30734	0.21069	0.15454	0.18281	0.18302	0.20605
0.31291	0.39009	0.6897	0.36768	0.47308	0.32988	0.31872	0.49137
0.44565	0.35522	0.39836	0.30461	0.2516	0.2469	0.23958	0.35398
0.26806	0.26331	0.1995	0.23432	0.20639	0.23672	0.27558	0.29969
0.53841	0.44401	0.62866	0.46603	0.38113	0.32207	0.38745	0.29852
0.23334	0.23249	0.28615	0.17486	0.19454	0.18147	0.18932	0.19253
0.61013	0.65522	0.62056	0.34442	0.3008	0.39856	0.28703	0.27623
0.24973	0.26994	0.20857	0.252	0.1973	0.23499	0.15332	0.30311
0.47214	0.50902	0.47998	0.33922	0.34778	0.48881	0.4066	0.33581
0.2889	0.49129	0.55729	0.39544	0.34767	0.3133	0.4983	0.46376
0.34247	0.20072	0.39173	0.29739	0.29451	0.31782	0.29222	0.4693
0.24081	0.9086	0.46035	0.31394	0.29286	0.43456	0.41706	0.4773
0.34773	0.44799	0.38416	0.33093	0.37863	0.29517	0.34387	0.28325
0.43454	0.47664	0.79005	0.32074	0.38419	0.22849	0.25363	0.44919
0.35275	0.4491	0.3978	0.45794	0.44521	0.36342	0.42823	0.53929
0.36454	0.34121	0.35147	0.3813	0.40167	0.32384	0.35088	0.55606
0.27595	0.19284	0.22922	0.20897	0.20649	0.18627	0.22313	0.22814
0.74962	0.67689	0.57849	0.41725	0.44561	0.54993	0.43092	0.78657
0.63966	0.45577	0.43766	0.66093	0.49756	0.52154	0.56791	0.5906
0.62097	0.48128	0.5186	0.75423	0.5806	0.51548	0.50178	0.4922
0.86755	0.57926	0.93575	0.44183	0.62311	0.53413	0.56637	0.486
0.33744	0.4145	0.42934	0.2228	0.26342	0.22627	0.26326	0.22135
0.20661	0.23951	0.22392	0.18684	0.16983	0.18791	0.20855	0.18058
0.26579	0.27222	0.25359	0.20892	0.15801	0.24564	0.19775	0.24768
0.24868	0.30973	0.308	0.18252	0.14697	0.18464	0.26214	0.30106
0.23594	0.22972	0.38406	0.21817	0.20166	0.22138	0.26011	0.32374
0.3578	0.4717	0.4823	0.29375	0.33813	0.25416	0.25221	0.25077
0.26758	0.26222	0.3036	0.22673	0.31225	0.32261	0.31971	0.30252
0.36138	0.44007	0.58079	0.28838	0.32891	0.27688	0.44765	0.40204
0.38941	0.59107	0.70205	0.38578	0.40691	0.4657	0.40532	0.60454
0.37799	0.26298	0.27624	0.31927	0.27077	0.39458	0.45972	0.54773
0.29156	0.43728	0.5252	0.23798	0.23456	0.24654	0.24967	0.28177
0.2234	0.16491	0.25253	0.18879	0.16932	0.1609	0.18412	0.22361
0.5294	0.47081	0.57635	0.44102	0.26129	0.3834	0.37485	0.49735
0.49183	0.43278	0.46366	0.33339	0.3177	0.58796	0.36581	0.29786
0.42399	0.39256	0.51165	0.35012	0.33648	0.3594	0.37924	0.47965
0.2978	0.38926	0.28938	0.24703	0.31599	0.31082	0.21131	0.3248
