0.44805	0.1615	1	1	1
0.26658	12	12	4	4
0.26658	10	10	12	12
0.26658	1	1	1	1
0.44805	0.1615	1	80	5
0.26658	10	6	20	200
0.26658	20	20	10	50
0.26658	10	2	10	10
0.44805	0.1615	1	1	1
0.26658	4.5	32412	3	250
0.26658	2	80	10	250
0.26658	1	1	1	1
0.44805	0.1615	1	25	15
0.26658	12	12	4	4
0.26658	1	1	10	10
0.26658	1	1	1	5
