0.38983	0.14781	1	15	15
0.17792	40	35	4	4
0.17792	20	20	12	12
0.17792	5	5	5	5
0.38983	0.14781	1	120	10
0.17792	10	6	20	210
0.17792	50	20	30	10
0.17792	10	2	10	2
0.38983	0.14781	1	15	15
0.17792	3.5	41	25	280
0.17792	3.5	41	25	280
0.17792	5	5	5	5
0.38983	0.14781	1	25	15
0.17792	12	20	4	350
0.17792	1	1	10	10
0.17792	1	1	1	5
