1.3127	1.2718	1.2822	0.21262	0.59047	0.6467	0.28838	1.2923	0.54456	0.083949	1.327	1.4683	1.4322	0.21484	1.4514	1.492	1.2935	0.46603	1.4241	0.47298	0.16355	0.23953	1.6064	1.3206	0.5729	1.2545	1.3386	1.4416	1.1971	1.3034	0.32629	0.37046	1.3508	0.2477	0.69183	1.5922	0.79196	1.4075	0.54711	0.20214	1.3245	0.28938	0.53565	1.3592	1.3056	0.45554	0.50099	1.3122	0.53877	0.16394	1.415	1.4388	1.2126	0.26382	1.4635	0.52759	0.082891	1.3957	0.53823	1.2583	0.40963	1.2767	1.2737	1.5767	0.20681	1.2555	0.36881	0.60989	0.47644	1.3803	1.3665	1.3233	1.5739	1.4509	0.11958	1.3452	1.2713	1.229	0.34644	0.43377
0.19687	0.43714	0.46381	0.34799	0.67821	1.366	0.61396	0.34874	0.36561	0.3947	1.2467	1.2833	0.37292	1.239	0.62767	1.2312	1.1922	1.2251	1.2286	0.27343	1.2178	0.2296	1.2504	0.25988	0.8349	1.332	0.20264	1.2962	0.10972	1.3939	1.1526	0.46467	1.2835	1.4028	0.46908	0.12317	0.501	1.3414	0.53569	1.2629	0.42148	1.3334	1.3163	0.47444	1.3476	1.2765	1.3668	0.2149	1.2214	0.46891	0.43633	1.3076	1.2955	0.50416	0.49515	1.3333	1.3224	0.59003	1.1952	0.31305	0.47524	1.328	1.3921	0.22524	0.21462	1.2849	1.2324	1.1756	1.1751	1.2688	1.2812	1.2318	0.32527	1.1871	0.40365	1.3535	1.3809	1.3259	0.2943	0.24506
1.2767	0.66742	1.2255	0.71653	1.3158	0.55547	1.2834	0.24674	0.27201	0.25565	0.59446	0.38524	0.51655	1.3336	0.6251	1.0808	0.098648	1.2895	0.21732	1.3783	1.335	0.074655	0.15653	1.3027	0.82218	1.2152	1.2174	0.34457	0.52584	1.3141	1.4113	1.2037	1.2475	0.51228	1.3409	0.23873	0.48251	1.0585	1.2438	1.3695	1.2423	0.38115	1.3609	0.15508	0.13197	0.30175	0.32745	1.16	0.45214	1.382	1.2346	0.29596	1.3385	0.5769	0.57789	1.2139	1.1955	1.2665	0.1218	0.067201	1.2397	1.3605	1.2426	0.48947	0.19418	0.46934	0.28811	1.3096	0.18677	1.2126	1.2595	0.66996	0.40656	1.3383	0.35079	1.2641	1.1741	1.2718	1.2614	1.2638
1.3507	1.4354	1.5412	1.3878	0.10752	0.58812	1.445	1.5033	1.4381	1.4983	1.5001	0.41541	0.30362	1.3703	0.20708	0.96832	0.39227	1.4156	1.4515	1.4184	1.6629	0.11627	1.3925	0.38957	1.4568	0.57549	1.2508	1.3829	0.24856	0.23933	1.3549	0.2272	0.46496	0.56652	0.41772	0.71153	1.2963	1.4422	0.18609	1.4511	1.4184	1.3754	0.43668	1.3381	0.45888	1.3926	1.4169	1.3176	1.371	1.3699	0.46353	1.2553	0.70183	1.2709	0.67337	0.30167	1.4054	0.0064337	0.37904	0.1628	1.531	1.3768	1.3746	0.48259	1.386	1.4284	1.4479	1.3827	1.3293	1.3241	1.4296	0.45572	1.368	0.37271	0.52507	0.2338	0.41776	1.4524	1.4774	0.27752
1.5371	0.34564	1.502	0.044066	0.53602	1.3818	1.365	1.4072	1.5628	0.30282	1.4223	0.42243	0.45334	1.5111	1.3322	1.608	0.1733	1.5999	0.10661	0.20839	0.39437	0.8784	1.2877	0.11844	1.4392	0.65796	0.60917	1.4913	0.64748	0.40396	0.26985	0.27367	0.34991	0.74541	1.3679	1.3336	1.4694	1.4971	1.5759	0.095864	0.85826	0.25965	1.4465	1.4693	0.26365	0.10606	1.311	1.3719	1.4251	0.55361	0.66759	1.809	0.27646	1.4868	1.3148	0.37586	1.6202	0.39982	1.2126	1.6929	1.5033	0.26908	0.08025	1.4951	0.37894	0.16735	1.3532	0.69211	1.3672	0.30608	0.37165	0.10916	1.8344	0.24892	1.2582	0.13541	1.335	0.52161	1.3607	0.19924
1.2521	0.14862	0.42587	1.4133	0.50055	0.48102	1.2859	0.79327	0.27051	1.5871	0.59469	1.5898	0.80709	1.4027	1.4688	0.47787	1.3756	0.17676	1.4757	1.3396	0.49042	1.4274	0.22009	0.56211	0.72772	1.3162	0.18538	1.2298	1.3877	0.97517	0.11623	0.48576	1.3235	1.389	0.70157	1.4475	0.30697	0.58974	1.3865	1.4538	0.49304	0.31674	1.368	1.2711	1.4276	1.3531	0.20279	0.42965	1.568	0.12693	0.22018	0.41411	0.45087	0.24731	1.3984	1.3226	1.3662	0.30709	0.50533	1.3805	1.5685	1.1843	1.3974	0.21289	1.4026	0.31452	1.2724	0.10504	0.24621	1.3073	0.1448	1.4242	1.3384	0.6941	0.19332	1.4975	1.2328	1.3114	0.44828	1.4384
1.5333	0.44315	1.4704	1.6471	0.73717	1.4502	1.3845	1.5462	1.4954	1.4823	0.60158	1.9019	1.4665	0.66077	1.2816	0.86743	1.521	1.2567	0.41275	1.5968	1.5554	1.592	0.28605	0.26917	0.41759	0.36963	1.3403	0.20601	0.14934	1.6813	1.5114	1.4213	0.58456	1.5568	1.4032	0.21012	0.71356	1.4627	1.4887	1.6088	0.2496	0.18703	0.70699	1.4452	1.3317	1.5808	0.46873	0.32798	0.47954	0.49862	0.40086	0.41889	0.72658	0.31773	1.4104	0.26101	1.4612	0.18885	1.2913	1.3791	1.5175	0.83953	1.6373	0.58167	1.3539	0.41907	0.57447	1.5582	0.36299	0.94624	0.79011	0.46866	1.4125	1.3935	1.676	1.3303	1.3993	0.97688	0.06357	1.7531
0.51748	1.2457	1.3186	0.46309	1.3	0.7436	0.076493	1.2508	0.70135	0.38199	1.3492	0.87405	1.2521	0.52495	0.48734	0.9188	1.2728	0.14204	1.2215	1.3382	1.1412	0.42738	1.2404	1.1646	0.38868	1.3134	0.52736	0.32683	1.3782	1.1903	1.2372	1.2928	1.2908	0.27487	1.3485	0.32999	1.2947	1.3804	1.3677	0.3246	1.2845	0.30039	1.3202	1.1983	0.20569	0.60661	1.2601	0.17966	1.263	0.51974	0.5219	0.71947	1.2421	1.2761	0.88478	1.315	0.37155	1.2115	0.20649	1.3904	0.26325	1.2843	0.49393	0.36883	1.2709	0.26419	0.52234	0.30623	0.54816	1.3518	0.30926	0.60106	0.10562	1.217	1.2299	1.1801	0.76812	1.2236	1.1863	1.2215
0.71122	0.21941	0.82571	0.049758	0.15587	0.10056	0.59657	1.3915	0.37404	1.3697	0.70213	0.75435	1.3123	0.60349	1.397	0.34051	0.58579	1.3332	1.282	1.4994	1.2837	0.28287	0.016486	1.3787	0.50093	0.39555	1.5453	1.2546	0.23644	0.68389	1.447	1.3512	1.2508	1.1183	1.5092	1.3852	1.3599	1.2902	0.11155	1.3506	0.61115	1.3114	0.34086	1.5066	0.64621	1.4239	1.2515	0.25531	0.473	1.3315	1.4145	1.3008	0.1211	1.3158	0.10952	1.4241	1.2874	1.4333	1.3402	1.2873	1.3227	1.2638	1.2652	0.2708	0.18903	0.19191	0.48279	0.6449	0.457	1.6308	0.45003	0.26468	1.4613	1.3571	1.3548	0.16688	0.022713	0.18363	0.56346	0.13342
1.5981	0.38823	0.29364	1.3481	1.4326	0.27084	1.4702	1.7075	0.76151	0.25695	0.4406	0.19667	0.49713	1.543	1.2867	1.5226	1.4927	1.4156	0.49473	0.36192	0.73019	0.22061	0.4847	1.4633	0.24525	1.4984	0.33825	1.4661	1.3761	0.51091	0.4633	1.8701	0.38831	0.72818	1.3782	1.4323	0.50852	1.5328	1.3973	0.26381	1.37	1.433	0.17571	0.68407	0.095244	0.48653	1.5948	0.34338	0.35954	1.4975	1.4759	0.73041	0.29931	0.62256	0.5829	1.5813	1.6942	0.85014	1.4406	0.23982	0.43316	1.2484	0.34694	1.3275	1.3358	0.5805	0.47861	1.3427	1.1716	1.3434	0.22205	1.5105	1.0122	1.592	0.72591	0.54775	0.5118	0.16828	1.5492	0.15726
1.6245	1.5462	1.3588	0.85166	0.46845	0.49115	1.6329	0.87421	1.3425	1.6318	0.18734	1.4098	0.72978	0.11394	1.3627	0.48675	1.457	0.55076	0.62509	1.3861	0.28936	0.12134	0.19428	0.27011	1.3064	1.4567	1.6173	0.98977	0.18972	1.4646	1.4542	0.3314	1.5551	1.5015	1.485	1.3664	0.40517	0.17803	0.41682	0.55189	0.33714	1.0095	1.4907	0.75034	0.25303	0.95686	0.59197	0.25143	1.3508	0.49436	1.481	1.5032	1.3611	1.4519	1.4938	0.34066	0.44683	0.60157	0.60199	0.31891	1.4197	0.44116	0.51508	1.6191	0.61166	1.8421	0.38497	0.30287	0.38263	1.3736	0.52471	1.3181	1.405	1.4878	0.42026	0.039455	0.4016	1.4802	1.5985	1.3728
0.24768	0.65888	1.6132	1.3809	1.5701	1.5146	1.5545	1.5315	0.71013	1.4511	1.3914	2.18	0.31308	1.6089	0.60784	0.076678	0.22077	0.44559	0.39117	0.59107	1.49	0.32176	0.61119	0.45354	1.5621	1.436	0.52577	1.5734	1.6045	0.50824	1.3908	1.6538	0.058654	0.39409	1.5185	1.6817	0.75307	1.5192	0.67716	0.41803	0.37824	0.26944	1.5876	0.442	1.3832	0.3819	0.72082	0.35162	1.4999	0.55954	1.3928	0.68508	0.75915	0.055737	0.26155	0.4047	0.31645	1.5446	1.909	0.51906	0.52593	0.48201	0.41015	0.40341	0.32646	0.23346	0.17139	1.6713	1.4487	1.003	0.69404	0.2503	0.73038	0.61831	1.6078	0.39684	0.39709	1.6526	1.4502	1.4171
0.48621	0.12316	0.39788	1.4666	1.5836	1.2594	1.5039	1.4127	0.24459	1.4067	1.5684	1.2723	1.3151	0.28241	1.5818	1.3118	1.3515	0.23249	0.52694	0.1989	0.4381	0.23847	0.34861	1.3138	0.39666	1.5104	1.3863	1.2767	1.3657	1.3668	1.3934	0.64749	1.4249	0.5808	0.33761	1.3261	0.49301	0.22658	1.3521	1.3115	0.17007	0.4273	1.2377	1.3402	1.3916	1.3732	0.25183	1.19	1.3879	1.3012	1.327	1.3693	1.2988	1.5923	1.3195	1.396	0.27584	0.14126	0.79014	0.33078	1.349	0.68631	0.1748	1.6622	0.30258	1.2234	1.3408	0.19134	0.46217	0.2062	1.3405	0.16299	0.4167	1.6619	1.3369	1.2604	0.52964	1.357	1.3476	1.3699
1.3354	0.57007	1.2669	0.24437	1.2509	1.3043	0.45826	1.2688	0.32398	0.31445	0.14387	1.2333	1.3279	1.1791	1.2622	1.4213	0.19358	1.3268	1.3082	1.2437	1.2945	1.2087	1.3194	1.2146	0.25684	1.2212	0.47883	1.2975	1.2528	1.4061	1.3943	0.36547	1.3335	0.4803	0.0904	0.31747	0.57255	1.1813	0.31404	1.2408	0.1767	0.55783	0.58271	0.5302	1.3268	0.80467	0.32102	0.52592	0.55305	1.2191	0.74454	0.5723	1.2827	0.14834	0.33214	1.3664	1.3689	0.60461	1.2183	0.39501	1.3099	0.55873	1.3587	1.2651	0.25958	0.27217	1.2393	0.49859	0.405	1.2185	1.3392	1.4324	1.3222	1.2753	0.3852	1.2405	0.78905	0.23033	1.3193	1.2524
0.47103	0.48549	0.54385	1.6228	0.61826	1.3034	1.3342	1.2904	0.75513	1.5308	0.57548	1.395	0.026419	0.40829	0.48638	0.66294	0.74777	1.3316	0.41086	0.24443	1.5253	0.53005	0.18654	1.3673	0.42791	0.41269	1.3181	1.349	1.3291	1.1308	1.2968	1.3802	1.3598	0.043599	0.24398	0.54412	1.5084	1.5623	0.40796	1.4941	0.58869	0.7916	0.29549	1.3794	0.43139	0.43692	0.084433	0.17921	0.22036	0.37339	1.533	1.3265	0.29858	0.26979	0.27787	1.2726	1.2193	0.17254	1.3123	1.3677	1.3641	1.5719	1.431	1.4733	1.379	1.3094	1.3918	0.3851	0.25409	1.3503	1.3967	0.57393	0.41179	1.4985	1.3062	1.3111	0.552	1.3571	1.3195	0.45412
1.2568	0.13036	0.59773	1.2456	1.3018	0.18991	0.48746	0.73585	1.3251	0.3924	1.3662	1.4473	0.60141	1.4105	1.5595	0.25961	1.3239	0.16674	1.5699	1.2802	1.2819	0.11481	1.3226	0.31649	0.56392	0.68517	1.6562	0.58696	1.3586	1.2486	0.47433	1.3151	1.2957	1.2785	1.3589	1.2171	0.22961	0.36082	1.3847	0.26449	1.318	1.3682	0.6608	1.5621	0.48973	1.3075	0.33554	0.028083	0.13569	0.5853	0.50168	0.5731	0.57343	1.2759	1.3211	1.2731	0.36827	1.214	1.011	0.53711	1.3292	0.38225	0.48783	0.49537	0.32098	0.61921	1.3674	1.3075	1.2041	0.17285	0.71194	0.48675	0.41144	1.2016	0.4103	0.80044	0.39856	0.34961	1.4266	1.4486
1.3032	0.40749	0.55064	0.27278	0.80737	1.4709	1.6472	1.4841	1.3346	1.4278	0.093857	1.4609	1.3807	0.60912	0.43045	1.4242	0.89213	0.73513	1.297	0.33363	1.4027	0.19491	0.53444	0.25327	1.4604	0.74009	1.388	0.22031	1.4121	1.4478	0.43642	1.4904	1.5268	0.7935	0.25833	1.9227	0.36754	1.3218	1.3701	0.39968	0.1149	1.4791	0.95989	1.662	0.66492	0.68611	1.4603	1.4044	1.564	1.546	1.6291	1.3715	1.4009	0.25122	1.3476	1.2652	0.48243	0.39763	0.23419	0.62877	0.25286	0.70869	0.84541	0.15366	0.38736	1.4253	0.83423	1.2678	1.3781	0.27966	1.5522	1.4644	1.4516	0.75072	1.4216	1.3307	1.4005	0.24911	0.60938	0.48684
0.66526	1.2311	1.6125	1.5063	0.24471	0.66446	1.3856	1.3974	0.40587	0.98155	1.4638	1.4612	0.26784	1.4605	1.4498	1.4343	0.3417	1.416	1.5679	1.3263	1.4404	1.4588	0.74392	0.76099	0.70723	0.5236	0.62065	0.95858	0.48036	1.4734	0.98465	0.50362	0.24432	1.4905	1.5109	0.19995	0.42744	1.633	0.42359	1.9226	1.4549	0.90952	0.96757	1.3461	1.5489	0.43971	0.40531	1.4735	0.48413	1.697	0.6058	1.5207	1.689	1.5306	1.5136	1.249	1.3905	0.38504	0.51681	0.55024	0.3807	0.14944	1.5211	0.37113	0.14949	1.313	0.66203	0.67506	0.24863	0.35691	1.5531	0.37014	0.74635	0.61788	1.4019	1.3996	1.3995	0.0215	0.2464	1.1907
0.62731	0.34433	0.3187	1.4405	0.6492	0.40271	0.96795	1.441	1.4893	1.4136	0.24706	0.23516	1.3992	1.4316	0.78967	0.30183	1.8401	0.35807	1.6323	1.8293	1.3219	0.50199	0.45939	1.6211	1.4624	1.6411	1.2972	1.3153	0.31927	1.3496	0.46292	1.6248	0.48784	1.6046	0.47631	0.76312	0.26791	0.4759	1.4431	0.13481	0.60795	1.3177	1.5284	0.37137	1.2675	1.4178	0.42943	1.3595	1.2974	0.25259	0.46902	1.6863	0.55918	1.5908	1.3916	1.451	0.26939	1.5085	0.58853	1.589	0.32548	1.6866	0.37212	0.23414	0.84028	0.87657	1.4059	0.52175	0.48563	1.9482	0.42677	0.46682	1.4151	1.4092	0.31301	1.6004	0.45679	0.37207	0.19484	1.4319
1.6697	0.12374	0.66938	1.3196	1.4744	0.29045	0.51859	1.5267	0.56897	1.6343	1.3929	1.7432	0.26736	1.5223	2.0194	1.7312	0.44765	0.45385	0.27636	1.3771	1.6164	0.34907	1.5085	0.58807	0.68506	1.4826	1.0968	0.3737	0.21432	0.14666	1.4095	1.4301	1.5391	0.047821	0.2885	0.54853	1.5817	0.39616	0.4492	0.41602	1.6256	1.0479	0.20215	1.5366	1.4954	1.5196	0.26795	0.71222	0.095107	0.61714	1.8829	0.31732	0.26253	0.5418	0.75086	1.4205	1.3216	1.6006	0.72187	1.6368	1.4705	0.56683	0.32479	0.079967	0.39508	0.63292	1.6905	1.4923	1.5135	1.4764	0.20831	1.4754	0.39646	1.7052	1.7243	1.5511	0.13113	2.1736	1.4099	0.47509
0.73731	1.2819	0.066906	1.2871	0.32405	0.68293	1.1513	1.3453	0.36216	1.2495	0.43384	0.040848	0.5694	0.16884	0.46017	0.13039	0.14732	0.46714	0.24448	1.2396	1.2081	1.3613	1.3702	1.2681	0.15756	0.2907	1.3048	1.3385	1.3029	0.75495	1.297	1.2423	0.67449	1.3788	1.1718	0.4045	1.4123	1.275	1.2579	1.2179	0.21005	0.27956	1.1843	1.1854	0.51905	1.3212	0.62772	0.32553	1.4057	0.42077	0.13082	0.33347	1.2012	1.3235	0.66096	1.2619	0.98467	0.27272	0.54501	0.6207	1.2394	1.2764	0.45543	0.57825	0.4516	0.81001	0.20706	1.3161	0.29141	0.38384	0.65637	0.35955	1.2901	0.3673	0.4896	1.3231	0.43042	0.11706	1.2317	0.23057
1.4654	0.27384	0.39319	1.4309	0.43069	1.3678	1.2207	0.58648	1.2386	1.3364	0.43888	0.14019	0.27664	1.3381	0.81109	1.5119	1.5243	1.3188	1.4826	1.517	0.55623	0.15496	0.15322	0.56805	1.4534	1.3133	1.2843	1.215	0.43966	0.30735	1.2702	0.66273	1.4108	1.3582	0.25459	0.33994	0.30862	0.86977	1.4689	1.4289	1.2078	1.4339	0.14987	0.63832	0.84972	1.2987	1.3243	0.43013	0.74084	1.314	0.30269	1.445	1.365	1.3382	1.3447	1.4277	0.27363	0.79554	1.3186	0.19485	1.5075	1.2154	0.59287	1.2041	1.3608	0.23858	1.2356	0.86581	1.373	1.5607	0.17496	0.23058	1.2269	1.3038	0.93035	1.3112	0.37798	1.5747	1.2996	0.37551
0.13889	1.4468	1.3424	0.59946	1.4127	0.12885	1.0133	0.17891	0.73937	1.1951	0.61539	0.16776	0.18048	1.3076	1.3884	0.41492	0.64937	1.3899	1.3252	0.83694	1.3929	1.306	1.3846	1.2726	1.2314	1.5211	0.82537	0.47413	0.49535	1.2862	1.2326	0.53555	0.83458	1.3983	0.22263	1.2659	0.13286	0.54911	0.12719	1.3232	0.58539	0.56735	0.19364	0.27168	0.18601	0.45679	0.35985	1.5316	1.3273	1.2956	0.15136	1.3803	1.5473	1.3232	1.2812	1.3195	1.2898	1.6238	1.48	1.3761	1.4453	1.2325	1.3813	0.68846	1.364	1.4938	0.16777	0.26677	0.78432	1.3677	1.0087	1.3818	1.5649	0.087609	0.70057	0.65765	0.89697	1.27	1.4699	1.509
0.77669	0.3078	0.24492	1.4762	1.4844	1.309	1.0511	1.6247	1.2611	1.0133	0.23914	0.90299	1.8386	0.33977	1.3251	0.41426	1.4552	0.5043	1.4815	0.34246	0.64241	0.74774	0.061626	0.89731	1.7619	1.5788	1.522	0.34371	1.4453	1.3613	1.3406	1.4945	0.24177	1.5407	1.3741	1.4871	1.4424	1.5443	0.26187	1.3938	0.54984	0.15453	0.65833	1.376	0.76554	1.8362	0.30808	0.30171	1.5197	1.5048	0.63586	0.68109	0.18086	0.58015	0.53232	0.70342	0.58599	1.7781	0.37878	0.75226	0.58948	0.45599	1.5933	1.5099	0.44302	1.3315	0.17288	0.44596	1.412	0.33638	0.35366	0.57186	0.23495	0.75432	1.5762	1.4947	0.7836	0.35799	1.6662	1.3024
1.4276	1.4075	0.28111	1.3679	1.4029	1.6089	0.19617	0.19263	1.8877	0.67591	0.38686	1.7254	1.357	1.4043	0.35699	0.68091	0.29865	1.5225	0.34981	1.5076	0.14627	1.4796	1.2619	0.27172	1.3607	0.42536	0.27984	0.9318	1.3393	1.4019	1.4951	0.24985	1.5917	1.1713	0.2529	0.79619	1.4233	1.3033	1.2334	1.4769	0.41633	1.3998	0.24946	1.3849	1.3183	0.14186	0.49206	0.276	0.35759	0.4689	1.3899	0.63868	1.4766	0.34722	0.3974	0.49508	0.16752	0.48104	1.3845	0.1033	0.65745	1.4454	0.34132	1.5605	0.5546	1.611	0.47188	0.4512	0.58151	1.4638	1.8232	1.3873	0.48092	1.3637	1.2895	0.80587	0.46815	1.3393	0.29461	0.72991
