2.1211	6.0293	1	4	6
0.36476	5	14	4	4
0.36476	2	4	12	12
0.36476	2	9	2	9
2.1211	6.0293	1	5	5
0.36476	80	20	10	80
0.36476	10	10	10	10
0.36476	10	10	10	10
2.1211	6.0293	1	4	6
0.36476	0.5	40	2	2
0.36476	2	4	12	12
0.36476	2	9	2	9
2.1211	6.0293	1	100	100
0.36476	20	30	5	50
0.36476	10	10	10	10
0.36476	10	10	10	10
