8.0195	80.338	5.5323	109.45	78.439	153.32	135.79	6.9515	9.6852	8.037	141.16	83.406	81.863	109.32	10.411	8.7539	64.157	6.0102	5.1019	88.53	9.9168	93.899	8.544	146.36	68.757	106.64	9.4123	4.0126	7.2489	121.74	56.702	103.94	8.4493	9.9861	5.4261	6.234	110.83	59.978	104	5.3714	9.6465	89.444	64.733	133.32	70.109	74.546	7.3374	80.23	10.007	9.3126	7.8587	5.2781	108.9	12.725	9.8729	92.09	110.56	7.5535
164.3	110.72	186.31	266.47	347.05	49.252	107.14	205.13	170.83	110.79	59.953	73.506	121.32	75.382	120.46	97.87	263.19	101.56	148.53	213.79	87.204	92.038	196.07	207.01	265.56	163.39	119.6	174.52	92.273	274.13	84.677	221.34	198.41	228.37	78.42	258.26	200.98	254.28	88.789	170.89	79.037	130.05	165.34	75.76	181.99	110.59	283.24	205.96	56.013	322.9	151.93	81.696	66.15	93.964	126.68	61.375	75.803	141.89
22.871	18.154	18.838	98.381	17.989	25.601	92.017	73.868	109.48	31.295	141.82	14.756	64.589	81.581	22.614	25.326	17.683	19.17	37.074	25.612	35.958	29.868	141.49	108.12	106.85	32.96	89.176	17.789	22.702	89.845	23.019	22.812	35.942	18.853	22.145	87.514	22.136	28.525	95.857	132.57	21.087	16.877	25.423	76.976	87.521	100.29	67.363	25.683	16.974	102.68	23.818	23.538	168.35	30.574	115.16	29.423	25.404	97.454
69.951	26.68	130.89	136.85	28.569	21.768	29.42	81.152	35.118	24.069	25.496	75.535	27.594	75.676	92.987	16.854	143.1	29.675	24.833	29.858	21	95.16	34.215	22.345	151.48	89.579	28.372	72.78	38.427	34.496	36.685	118	25.885	22.493	23.669	29.059	21.371	114.56	70.307	24.964	24.711	14.674	106.21	85.147	24.753	41.65	69.279	119.43	29.042	124.58	97.243	118.2	26.802	34.218	25.506	19.398	117.65	28.038
167.68	102.42	112.37	113.4	34.605	46.18	94.49	43.112	109.14	29.211	82.928	92.808	43.729	82.955	134.84	157.08	28.612	150.08	28.877	33.298	89.133	76.326	36.197	29.423	24.022	21.027	34.795	21.783	78.379	19.296	34.027	30.427	44.897	158.24	37.565	149.14	83.753	25.039	27.365	52.468	98.45	87.318	78.822	25.428	58.844	18.698	109.9	143.83	21.078	79.444	51.83	19.291	37.88	39.013	43.506	29.639	28.802	40.437
67.017	45.357	117.88	87.642	41.773	54.961	53.167	70.787	76.108	31.272	79.843	50.197	46.014	48.075	43.007	44.475	83.852	34.896	47.579	43.146	124.98	63.771	44.336	45.97	113.88	40.399	144.78	96.762	86.563	63.334	55.107	76.371	33.146	37.579	69.974	78.157	43.496	119.22	56.035	106.17	53.02	120.42	33.52	40.378	109.84	60.951	95.077	113.32	52.93	38.333	78.874	45.596	65.433	117.19	21.727	60.386	87.725	58.492
175.91	109.77	45.679	76.397	43.444	59.091	123.85	128.31	34.115	131.69	34.651	60.526	99.433	87.207	128.61	41.516	52.178	88.32	28.695	76.618	31.916	107.83	32.206	97.497	101.58	88.031	90.462	33.893	87.747	110.09	37.26	49.184	129.07	147.19	23.327	130.64	56.036	34.241	44.917	82.701	117.51	40.979	80.483	92.223	46.36	25.496	49.051	206.54	38.166	42.258	73.001	40.381	86.154	147.96	62.01	93.533	68.604	23.962
82.78	60.395	91.772	19.903	32.516	80.078	44.92	66.474	44.051	66.622	81.669	21.749	84.726	103.06	27.002	103.01	75.792	107.58	50.317	35.274	42.907	104.24	52.731	95.531	41.758	112.85	50.997	28.798	31.548	38.805	46.725	74.98	91.582	125.16	96.948	45.428	121.16	28.953	124.66	76.182	93.557	63.801	49.84	43.957	50.028	83.163	80.105	69.902	47.094	33.451	85.891	57.72	61.623	90.899	48.236	113.85	81.111	135.2
92.796	89.589	300.06	197.98	76.536	272.69	143.45	260.21	107.61	238.07	222.03	117.95	218.16	96.993	102.11	60.901	206.4	274.98	86.072	301.84	67.241	209	81.392	104.76	285.52	269.44	191.4	92.21	64.639	124.31	104.56	167	121.12	154.13	172.74	72.672	72.246	212.85	98.443	259.95	93.602	293.24	122.98	156.07	74.839	224.75	180.95	95.091	65.183	82.968	82.833	188.33	111.05	123.06	115.58	131.77	137.08	183.67
42.771	67.296	127.49	91.127	43.072	51.48	41.512	51.362	61.505	91.358	96.016	83.658	45.438	72.269	61.067	137.75	88.646	59.357	134.89	73.769	54.83	31.139	90.677	83.355	64.535	23.796	100.59	78.633	59.763	85.266	55.314	102.54	92.317	50.937	84.41	66.627	52.603	40.902	33.943	82.41	99.575	117.3	54.265	115.88	72.848	84.913	93.071	57.622	95.099	118.94	99.682	56.893	41.618	44.91	67.084	102.58	93.337	55.296
